id,lesson_id,kanji,hiragana,translation,example_ja,example_mn,order_number,created_at,updated_at,chapter_id
67dd3014-7579-4cb2-b46e-39a534ceeb2d,769d63cb-e4d5-47d2-9b96-f23c4935414c,伝説,でんせつ,Домог,彼は伝説のチャンピオンだ。,Тэр бол домогт аварга.,37,2025-03-23 11:58:55.6352+00,2025-03-23 11:58:55.6352+00,
68052883-354a-4c35-a08d-e650daf6ff73,5ae836e1-b95e-4ea6-aa6f-173a45ae71c4,手を焼く,てをやく,Барих боломжгүй,同僚に困った人がいて、みんな手を焼いている。,Хамт олондоо хүнд хүн байснаас бүгд барих боломжгүй байна.,18,2025-03-23 13:42:16.153353+00,2025-03-23 13:42:16.153353+00,
6829f6cb-4898-42f1-93ad-c3827f7a48e2,73f51729-f28a-418c-91ea-dba357a7abe7,口ずさむ,くちずさむ,Аялан дуулах,夫は歌を口ずさみながら料理を作る。,Нөхөр маань дууг аялан хоол хийдэг.,19,2025-03-23 10:50:58.617592+00,2025-03-23 10:50:58.617592+00,
682bb115-5a85-41ed-8e09-1a91e7e0bee1,dbae3d05-1eff-47c3-baa8-97736b2e721f,にわかな,にわかな,Гэнэт,にわかに、空が黒い雲に覆われた。,Гэнэт тэнгэр хар үүлээр бүрхэгдсэн.,24,2025-03-23 13:31:01.354096+00,2025-03-23 13:31:01.354096+00,
683722b5-db8c-48b4-a574-12c2bf7e1921,e8c85cc1-45c6-45de-90f5-fbdabc368845,成り立つ,なりたつ,Байгуулагдах,国は国民によって成り立っている。,Улс иргэдээрээ байгуулагддаг.,7,2025-03-23 12:17:00.045042+00,2025-03-23 12:17:00.045042+00,
6886f42b-624e-4720-a31e-dbb52c85b938,87ccc3d6-cdff-4e8b-8042-f75458c95583,高尚な,こうしょうな,Дээд зэргийн,高尚な趣味に憧れて、ヴァイオリンを習うことにした。,"Дээд зэргийн хоббид татагдаж, хийл суръя гэж шийдсэн.",11,2025-03-23 12:03:18.288161+00,2025-03-23 12:03:18.288161+00,
68bd2961-90f0-4877-be8e-238dd20ad352,7fc06800-3efd-443c-9fb3-a0df2e41ba48,つやつや＜な/する＞,つやつや,Гялалзсан,妹はつやつやな素肌が自慢だ。,Дүү маань гялалзсан тунгалаг арьсаараа бахархдаг.,5,2025-03-23 11:53:58.528033+00,2025-03-23 11:53:58.528033+00,
68c90120-65ec-4be1-9445-bb95ff0328c3,1481d919-d023-47b7-91c7-baab70e068a2,阻む,はばむ,Саад болчих,A国の発展を周囲の国が阻んでいる。,А улсын хөгжилд хөрш улсууд саад болж байна.,20,2025-03-23 12:20:44.073715+00,2025-03-23 12:20:44.073715+00,
68f35408-80ec-4cdc-b9f7-e261724d75d4,7c8c7280-bf94-4791-9b23-5f8305438541,冷却＜する＞,れいきゃく＜する＞,Хөргөчих,熱があるので、冷却シートをおでこに貼る。,Халуурсан тул хөргөх хуудсыг духандаа наасан.,15,2025-03-23 11:51:19.35321+00,2025-03-23 11:51:19.35321+00,
691d6df8-446f-436e-bb60-24324b9a702b,87aebbb4-3e07-475e-aba8-14158d4e23f6,等しい,ひとしい,Тэнцүү,A国の対策は何も進んでいないのに等しい。,А улсын арга хэмжээ юуг ч хийгээгүйтэй тэнцүү.,22,2025-03-23 12:31:44.854307+00,2025-03-23 12:31:44.854307+00,
69499873-97df-45eb-a511-5d2e912a172b,7bd4737a-5a98-4dc3-ac6b-ea493cfc2326,証,あかし,Гэрч,A国は親善の証として、B国に経済的支援を約束した。,А улс найрамдлын гэрч болгож В улсад эдийн засгийн дэмжлэг амласан.,20,2025-03-23 12:22:39.923218+00,2025-03-23 12:22:39.923218+00,
695aa72c-cff2-458a-b4ab-6f18d4fc9f36,0befb5b8-627d-40d9-97cf-6c784114b2b7,心構え,こころがまえ,Сэтгэлийн бэлтгэл,入社と同時に社会人としての心構えが不可欠だ。,Компанид орохтой зэрэгцээд нийгмийн хүн болох сэтгэлийн бэлтгэл зайлшгүй.,17,2025-03-23 11:13:51.126635+00,2025-03-23 11:13:51.126635+00,
698fc9eb-d6a3-45e4-a4de-2e0dd33542d2,672afe3a-cad9-4b2d-975e-0b4f4774ffbe,海賊版,かいぞくばん,Хууль бус хувилбар,海賊版は厳しく取り締まられている。,Хууль бус хувилбар хатуу хянагддаг.,39,2025-03-23 12:05:54.682445+00,2025-03-23 12:05:54.682445+00,
69ef6458-f51a-46a6-9a23-71416228967b,847e291d-af07-464d-9d15-955823d5030c,例の,れいの,Ердийн,例の件は、その後いかがでしょうか。,Ердийн асуудал дараа нь ямар байна вэ?,12,2025-03-23 11:19:28.540937+00,2025-03-23 11:19:28.540937+00,
6a000f67-b799-4cb1-9fd9-f2c372ce9ce4,9d446a74-9bcc-46bc-8621-2d54ec6086af,ゴールデンタイム,ごーるでんたいむ,Алтан цаг,ゴールデンタイムは大好きなドラマを見る。,Алтан цагт дуртай драмаа үздэг.,13,2025-03-23 10:26:08.420577+00,2025-03-23 10:26:08.420577+00,
6a24b47f-6909-434d-8ac1-39247a064438,505333b1-7e8a-47e8-917a-787997ed085f,持ち込む,もちこむ,Оруулчих,危険物が持ち込まれないように入り口でチェックしている。,Аюултай зүйл оруулахгүйн тулд орцонд шалгадаг.,23,2025-03-23 12:08:22.092275+00,2025-03-23 12:08:22.092275+00,
6a323339-0be4-40d2-a3d3-c51d8bc706a3,c7d8e073-cbf4-4c39-b2c0-8d23834be7c0,とがめる,とがめる,Зэмлэх,上司から怠慢な態度をとがめられた。,Дээд тушаалтнаас хайхрамжгүй хандлагыг зэмлүүлсэн.,17,2025-03-23 11:23:47.843137+00,2025-03-23 11:23:47.843137+00,
6a5e822b-c211-4e4c-8e60-0a322b8bfcd9,e8c85cc1-45c6-45de-90f5-fbdabc368845,移行＜する＞,いこう＜する＞,Шилжих,新しい政権への移行が進んでいる。,Шинэ засаглал руу шилжих явц явагдаж байна.,20,2025-03-23 12:17:00.045042+00,2025-03-23 12:17:00.045042+00,
6a69eb7d-1aa9-4af4-945f-d1edf3be5bb4,ba41efc5-f175-4a48-87c9-bad851247842,万全＜な＞,ばんぜん＜な＞,Төгс,万全の体調で試験の日を迎える。,Төгс биеийн байдалтайгаар шалгалтын өдрийг угтана.,4,2025-03-23 11:00:47.691982+00,2025-03-23 11:00:47.691982+00,
6a72c6bc-99e6-4c36-9421-1f3e36b1c673,345e526a-49f0-4d8f-b6b8-8bb2f8e71fd3,のろける,,"Бахархах, сагсуурах",親友はいつも恋人のことをのろけている。,Найз маань байнга найз залуугаа бахархаж ярина.,17,2025-03-23 10:05:40.668138+00,2025-03-23 10:05:40.668138+00,
6a78c178-d1d2-467b-a1b3-7ddf7f970eff,b9bb74ac-fc5e-43be-a199-3be9602e177c,言い返す,いいかえす,Хариу хэлэх,母の意見に言い返した。,Ээжийнхээ үгэнд хариу хэлсэн.,24,2025-03-23 09:48:46.010489+00,2025-03-23 09:48:46.010489+00,
6ab70d77-2e3b-41a7-8f27-f848a869d693,0502202f-9c7d-4968-8bce-838fc9e4fa7a,片言,かたこと,Тасалдангуй яриа,たとえ片言でも現地の言葉を使ってみる。,Хэдий тасалдангуй ч орон нутгийн хэлийг хэрэглэж үзнэ.,1,2025-03-23 12:14:13.878124+00,2025-03-23 12:14:13.878124+00,
6ab87af4-2442-4fe4-802d-f5d9663d8bf9,4ba4172f-b2c7-4ef0-b1ac-533d1c0db0ca,かさむ,かさむ,"Нэмэгдэх, өсөх",しばらく出費がかさむ。もっと節約しないと。,Сүүлийн үед зардал их нэмэгдээд байна. Илүү хэмнэх хэрэгтэй.,6,2025-03-23 10:20:21.111298+00,2025-03-23 10:20:21.111298+00,
6aef3da9-d69b-4da6-8eeb-e922ac067def,847e291d-af07-464d-9d15-955823d5030c,弱音,よわね,Гомдол,彼はどんなに難しい仕事でも、一切弱音を吐かない。,Тэр хичнээн хэцүү ажил байсан ч огт гомдоллодоггүй.,31,2025-03-23 11:19:28.540937+00,2025-03-23 11:19:28.540937+00,
6b21835d-439d-4e26-bc03-c0950187f45a,672afe3a-cad9-4b2d-975e-0b4f4774ffbe,出回る,でまわる,Гэдэслэх,人気漫画の海賊版が出回っている。,Алдартай манганы хууль бус хувь гэдэслэж байна.,17,2025-03-23 12:05:54.682445+00,2025-03-23 12:05:54.682445+00,
6b364b05-ee9e-49e3-981f-784db0102ebf,c5b42bf9-a63f-48b7-8939-a88809d320ca,遭遇＜する＞,そうぐう＜する＞,Тохиолдох,この辺あたりで熊に遭遇することもあるらしい。,Эндэх талд баавгайтай тохиолдож болох гэнэ.,12,2025-03-23 12:41:39.761898+00,2025-03-23 12:41:39.761898+00,
6b4e48d4-7806-4598-8d4c-5cdd7a04ef44,4e35c101-f7d0-401a-a363-b7a0683b2778,ドライ＜な＞,どらい＜な＞,Хуурай,①彼のドライな性格も魅力の一つだ。②ドライアイなので、目薬を使っている。,①Түүний хуурай зан ч гэсэн татах нэг зүйл юм. ②Нүд хуурай тул нүдний дусал хэрэглэдэг.,16,2025-03-23 13:06:50.353621+00,2025-03-23 13:06:50.353621+00,
6b4f0f1b-8e95-4c0f-9302-c9bd9a036aec,672afe3a-cad9-4b2d-975e-0b4f4774ffbe,読者,どくしゃ,Уншигч,読者の一人ひとりとして、これからも応援していく。,Уншигчийн хувиар цаашдаа дэмжих болно.,6,2025-03-23 12:05:54.682445+00,2025-03-23 12:05:54.682445+00,
6b60a994-38ed-4314-814f-fd60413abe62,aeee3dfc-51e4-4f32-976d-a9975373b4c8,つながる,つながる,"Холбогдох, холбоо тогтоох",SNSで、音信不通だった友人とつながるようになった。,SNS-ээр холбоо тасарсан найзтайгаа холбоо тогтоосон.,21,2025-03-23 09:55:33.611892+00,2025-03-23 09:55:33.611892+00,
6b719af7-dc95-4137-8ea8-7dfd0a585492,9cebe825-a9f1-4f01-aa1f-00d8bed57075,グレード,ぐれーど,Зэрэг,両親の希望で、ホテルのグレードを上げた。,Эцэг эхийн хүсэлтээр зочид буудлын зэргийг дээшлүүлсэн.,13,2025-03-23 12:10:34.87761+00,2025-03-23 12:10:34.87761+00,
6bbd237c-9de9-46e7-b9f9-00d797f5c7eb,d25341cc-5fe1-409d-a8d8-ce6f208ed70c,一石二鳥,いっせきにちょう,Нэг сум хоёр тоглоом,アルバイトはお金も経験も得られる。一石二鳥だ。,"Цагийн ажил мөнгө, туршлага хоёрыг авчирдаг. Нэг сум хоёр тоглоом юм.",17,2025-03-23 13:45:21.794853+00,2025-03-23 13:45:21.794853+00,
6bd42b60-5075-4090-93fc-1bba063765e8,ba41efc5-f175-4a48-87c9-bad851247842,失格＜する＞,しっかく＜する＞,Тэнцэх эрхгүй болох,携帯電話が鳴って、失格になるなんて情けない。,Гар утас дуугарснаас тэнцэх эрхгүй болох тиймээс харамсалтай.,17,2025-03-23 11:00:47.691982+00,2025-03-23 11:00:47.691982+00,
6bde3106-6d7d-4ca9-9e01-a80f920d7c28,fb083c92-a992-4318-b09f-7d5fc9aabcc9,修復＜する＞,しゅうふく＜する＞,Засчих,このトンネルは早急な修復が必要だ。,Эндэх хонгилд яаралтай засвар хэрэгтэй.,30,2025-03-23 11:32:47.1792+00,2025-03-23 11:32:47.1792+00,
6beaf476-5188-420a-80e9-44df2c0877cd,d088384c-1811-43c9-8514-c18c1cd2c69a,犠牲,ぎせい,Төлөөс,①今回の事故は多くの犠牲を出した。②自分を犠牲にして、社会に尽くす。,①Эндэх осол олон төлөөс гаргасан. ②Өөрийгөө төлөөс болгож нийгэмд тусална.,4,2025-03-23 12:48:30.227492+00,2025-03-23 12:48:30.227492+00,
6c3472aa-b101-45e7-9b0c-a773f43f5671,d25341cc-5fe1-409d-a8d8-ce6f208ed70c,息を抜く,いきをぬく,Амрах,朝から休んでいない。少し息を抜こう。,Өглөөнөөс амраагүй байна. Бага зэрэг амаръя.,4,2025-03-23 13:45:21.794853+00,2025-03-23 13:45:21.794853+00,
6ca1963f-7745-406b-a4f8-d144f36b6f29,2f9ceaac-6679-47be-8db1-59c3f57949a8,不幸中の幸い,ふこうちゅうのさいわい,Азгүй дунд аз,家族みんなが無事だったのは不幸中の幸いだ。,Гэр бүлээрээ аюулгүй байсан нь азгүй дунд аз юм.,39,2025-03-23 12:29:36.914144+00,2025-03-23 12:29:36.914144+00,
6cbbece3-82ec-4c72-8800-41a2496104ec,00806d75-8134-4e04-b4e6-100059f6dc21,出直す,でなおす,Дахин эхлэх,①世間を欺いた政治家は二度と出直すことはできない。②友達の家を訪ねたが留守だった。また出直そう。,①Нийгмийг хуурсан улс төрч дахин эхэлж чадахгүй. ②Найзынхаа гэрт очсон ч гэртээ байгаагүй. Дахин очъё.,20,2025-03-23 12:57:13.686902+00,2025-03-23 12:57:13.686902+00,
6ce99d76-5cde-4b85-827f-8871cf354e97,7bd4737a-5a98-4dc3-ac6b-ea493cfc2326,和解＜する＞,わかい＜する＞,Эвлэрэх,二人の大統領は和解後しっかりと握手をした。,Хоёр ерөнхийлөгч эвлэрсний дараа чанга гар барисан.,7,2025-03-23 12:22:30.257607+00,2025-03-23 12:22:30.257607+00,
6cfcff0f-4abe-4eb7-9e4d-3bb4090a123e,ccea6a88-986b-4c11-acab-83de43b57fb1,仮に,かりに,Гэж бодъё,仮に不合格でも、また来年挑戦したい。,"Гэж бодъё, тэнцээгүй ч ирэх жил дахин оролдоно.",21,2025-03-23 11:04:35.421863+00,2025-03-23 11:04:35.421863+00,
6d029629-0fe5-4eec-9e7a-726565525f0d,dbae3d05-1eff-47c3-baa8-97736b2e721f,何分,なにぶん,Ямар ч байсан,彼は何分まだ若いので、未熟な点が多い。,Тэр ямар ч байсан залуу тул төлөвшөөгүй тал олон байна.,9,2025-03-23 13:31:01.354096+00,2025-03-23 13:31:01.354096+00,
6d04642f-78da-45dc-b042-30720234be7d,87aebbb4-3e07-475e-aba8-14158d4e23f6,早急な,さっきゅうな,Яаралтай,地球温暖化問題は早急な対策が求められている。,Дэлхийн дулааралын асуудал яаралтай арга хэмжээ шаарддаг.,20,2025-03-23 12:31:44.854307+00,2025-03-23 12:31:44.854307+00,
6d5e5630-88ae-4a23-8934-d66b938adc7b,4ba4172f-b2c7-4ef0-b1ac-533d1c0db0ca,家計,かけい,Гэр бүлийн санхүү,今月も我が家の家計は赤字だ。困ったものだ。,Энэ сард манай гэр бүлийн санхүү алдагдалтай байна. Хэцүү байна даа.,1,2025-03-23 10:20:21.111298+00,2025-03-23 10:20:21.111298+00,
6d8363b9-a6c7-47df-a3d0-a78a46d55c44,ec148ee4-6891-4e4e-a7fc-fc662d515233,けなす,けなす,"Гүтгэх, муухай хэлэх",一方的に相手をけなしても、何の得にもならない。,Өрсөлдөгчийг араас нь муухай хэлээд ямар ч ашиггүй.,10,2025-03-23 10:18:03.480512+00,2025-03-23 10:18:03.480512+00,
6d8a41b9-753d-4297-9cca-27472d1486b7,7cedd71f-b5a0-426b-88fb-94bc7ade6185,物忘れ＜する＞,ものわすれ＜する＞,Мартчих,最近、物忘れがひどくなってきた。,Сүүлийн үед мартагч байдал муудсан.,11,2025-03-23 11:46:22.462742+00,2025-03-23 11:46:22.462742+00,
6d8bdcd4-e2a4-476a-8ed5-aa88f5ccddd0,d67a43fd-ac8e-42a1-82f8-9f78e3bf5898,同一＜な＞,どういつ＜な＞,Ижил,二つの事件の犯人は、おそらく同一人物だ。,Хоёр хэргийн гэмт хэрэгтэн магад тэр ижил хүн.,15,2025-03-23 12:53:46.814815+00,2025-03-23 12:53:46.814815+00,
6d99b71e-b7c9-4d1d-98b1-3b8836a7efd3,98fd16f0-93c3-490b-89ae-ce7de6d637ac,負債,ふさい,Өр,うちの会社は大きな負債を抱えたため、倒産した。,Манай компани том өрөнд орсноос дампуурсан.,6,2025-03-23 11:16:05.710215+00,2025-03-23 11:16:05.710215+00,
6dac19ec-4ac4-47fc-82bb-0ad026aa6b05,83e2344e-9b51-4b11-9e6b-7b3f75843afc,リフォーム<する>,りふぉーむ,Засчих,母親に古いコートをリフォームしてもらった。,Ээждээ хуучин пальтог засчихсан.,26,2025-03-23 12:00:54.877182+00,2025-03-23 12:00:54.877182+00,
6db012f6-ae95-442e-bb97-ea079d63fce7,c9e33762-64df-49f0-a95e-ba73bf8d089e,公表＜する＞,こうひょう＜する＞,Нийтлэх,政府が今年度の経済統計を公表した。,Засгийн газар энэ жилийн эдийн засгийн статистикийг нийтэлсэн.,13,2025-03-23 13:03:00.253334+00,2025-03-23 13:03:00.253334+00,
6e0af332-5fb6-425b-8eba-73ae4bb4187b,a394b6cb-8b95-4c62-8a51-a4cbf0ac8106,一段落＜する＞,いちだんらく＜する＞,Түр зогсох,仕事が一段落したので、休みをとった。,Ажил түр зогссон тул амарсан.,9,2025-03-23 10:52:53.124798+00,2025-03-23 10:52:53.124798+00,
6e1f5c9b-3221-4487-a97d-7f493ede3fdc,39a88a52-dbd8-4d8a-a383-76050eb7f9e6,あざ,あざ,Хөхрөлт,机にぶつけて、腕にあざができた。,Ширээнд туссанаас гар дээр хөхрөлт үүссэн.,4,2025-03-23 11:48:21.587158+00,2025-03-23 11:48:21.587158+00,
6e2e38f4-3415-4617-a0f5-0252341ffc20,ad943560-292c-4df9-b552-f080eb29300f,鼻につく,はなにつく,Ядраах,あの人の気取った態度は鼻につく。,Тэр хүний бардам төлөв надад ядраал төрүүлдэг.,12,2025-03-23 13:39:31.367976+00,2025-03-23 13:39:31.367976+00,
6e3905f4-0772-4c2e-8b1d-c65e0fe840d0,d67a43fd-ac8e-42a1-82f8-9f78e3bf5898,ずさんな,ずさんな,Халтуурдлага,ずさんな捜査で、証拠が残らなかった。,Халтуурдлага мөрдлөгөөр баримт үлдээгүй.,30,2025-03-23 12:51:57.151027+00,2025-03-23 12:51:57.151027+00,
6e8ab58c-e552-46c7-bc7a-eb012a5928cd,7b5f158e-136b-4312-a9ec-8ee4afedad00,ちくちく[と]＜する＞,ちくちく,Хатгах,セーターの毛がちくちくする。,Цамцны үс хатгадаг.,11,2025-03-23 13:24:14.953392+00,2025-03-23 13:24:14.953392+00,
6e8e31a4-c3dc-44bc-85b2-079cc1f1379f,b9bb74ac-fc5e-43be-a199-3be9602e177c,家系,かけい,Удмын мод,自分のルーツを知るために、家系図を作った。,Өөрийнхөө удам судрыг мэдэхийн тулд удмын мод хийсэн.,4,2025-03-23 09:48:46.010489+00,2025-03-23 09:48:46.010489+00,
6e928335-f365-4794-97e9-cb35f22348a0,345e526a-49f0-4d8f-b6b8-8bb2f8e71fd3,厳かな,おごそかな,"Хүндэтгэлтэй, сүр жавхлантай",厳かな雰囲気の中で式が行われた。,Хүндэтгэлтэй уур амьсгалд ёслол болсон.,40,2025-03-23 10:05:40.668138+00,2025-03-23 10:05:40.668138+00,
6eb340c3-8653-4599-badd-4c25f22467a7,ba41efc5-f175-4a48-87c9-bad851247842,さえる,さえる,Сэргэлэн/Тод,①十分に睡眠を取ったので、頭もさえている。②さえた青色のシャツが欲しい。,①Хангалттай унтсан тул толгой сэргэлэн байна. ②Тод хөх өнгийн цамц хүсдэг.,8,2025-03-23 11:00:47.691982+00,2025-03-23 11:00:47.691982+00,
6eba50e6-79e1-4701-95b2-7d80a3d83e9e,c7d8e073-cbf4-4c39-b2c0-8d23834be7c0,年配,ねんぱい,Туршлагатай,Ａ社には年配の社員が多い。,А компанид туршлагатай ажилчид олон байна.,6,2025-03-23 11:23:47.843137+00,2025-03-23 11:23:47.843137+00,
6eccdd7f-f151-4b12-a53c-e9d27a56a15e,e76c3aa9-5fb1-42d1-8ec3-f2f6fdda54cb,ぶれる,ぶれる,Бүдэг/Хазайхгүй,①この機種は手が震えると、写真がぶれる。②あの人と考えのぶれない人だ。,①Эндэх загварт гар чичирвэл зураг бүдэг болдог. ②Тэр хүн бодол хазайдаггүй хүн.,21,2025-03-23 11:08:18.932918+00,2025-03-23 11:08:18.932918+00,
6f319c5f-31f6-49a1-a564-69ccaeca13c3,b18c660f-2585-425c-b5d2-cb7f45ed025c,図案,ずあん,Дизайн,このじゅうたんの図案は妻が作った。,Эндэх хивсний дизайныг миний эхнэр хийсэн.,3,2025-03-23 10:36:44.712668+00,2025-03-23 10:36:44.712668+00,
6f32ec36-7b31-4751-9d60-7aac0fcca61c,e76c3aa9-5fb1-42d1-8ec3-f2f6fdda54cb,把握＜する＞,はあく＜する＞,Ойлгочих,説明書を読んでも、パソコンの操作を把握できない。,Зааврыг уншсан ч компьютерийн удирдлагыг ойлгож чадахгүй байна.,10,2025-03-23 11:08:18.932918+00,2025-03-23 11:08:18.932918+00,
6f5376df-9033-46df-b3d5-59c473dc29aa,83e2344e-9b51-4b11-9e6b-7b3f75843afc,引き立てる,ひきたてる,Тодруулчих,白いシャツが、スカーフを引き立てている。,Цагаан цамц ороолтыг тодруулж байна.,5,2025-03-23 12:00:54.877182+00,2025-03-23 12:00:54.877182+00,
6f568757-c779-485a-9316-78fba8667225,87aebbb4-3e07-475e-aba8-14158d4e23f6,オゾン層,おぞんそう,Озоны давхарга,オゾン層の破壊が心配されている。,Озоны давхаргын сүйтгэл санаа зовниж байна.,2,2025-03-23 12:31:44.854307+00,2025-03-23 12:31:44.854307+00,
6f5cd555-349d-4596-a6d1-bffd55b90c5f,e99412fb-9db1-4ce7-9b6a-d4f081427d85,体制,たいせい,Тогтолцоо,ようやく国の新しい体制が整った。,Эцэстээ улсын шинэ тогтолцоо бий болсон.,2,2025-03-23 12:59:57.932248+00,2025-03-23 12:59:57.932248+00,
6f76912b-9929-4135-ad1e-92c3b205d8d9,6af3460a-ba4b-4d4a-a9ce-7813bfd9522f,正常な,せいじょうな,Хэвийн,健康診断の結果は全て正常だった。,Эрүүл мэндийн шалгалтын үр дүн бүгд хэвийн байсан.,15,2025-03-23 11:43:55.639928+00,2025-03-23 11:43:55.639928+00,
6fa0a1fa-4f64-4aa0-9da4-54aaf825bed4,672afe3a-cad9-4b2d-975e-0b4f4774ffbe,記す,しるす,Тэмдэглэх,南極旅行の思い出を記したエッセイが出た。,Өмнөд туйлын аяллын дурсамжийг тэмдэглэсэн эссэ гарсан.,24,2025-03-23 12:05:54.682445+00,2025-03-23 12:05:54.682445+00,
6fbe9463-896b-4e1c-9578-769782e361e3,39a88a52-dbd8-4d8a-a383-76050eb7f9e6,むかむか＜する＞,むかむか,Дотор муухайрах,①少しお酒を飲んだだけで、胸がむかむかしてきた。②あいつの顔を見るだけで、むかむかする。,①Бага зэрэг архи ууснаас хөх дотор муухайрсан. ②Түүний царай харахаас л муухайрдаг.,10,2025-03-23 11:48:21.587158+00,2025-03-23 11:48:21.587158+00,
6fc3e080-5c06-447a-95cd-60a92a1fca83,ed3b96e2-5464-466d-ad47-b1c0a4582140,現象,げんしょう,Үзэгдэл,世の中には、科学では証明できない様々な自然現象がある。,Ертөнцөд шинжлэх ухаанаар батлагдаагүй олон янзын байгалийн үзэгдэл бий.,28,2025-03-23 12:35:03.498765+00,2025-03-23 12:35:03.498765+00,
6fe0082c-f7c1-4029-b108-03f601d951d2,aeee3dfc-51e4-4f32-976d-a9975373b4c8,じゃんけんする,,"Чулуу, даавуу, хайч тоглох",今度の飲み会の幹事を、じゃんけんで決めよう。,"Энэ удаагийн уух цугларалтын зохион байгуулагчийг чулуу, даавуу, хайчаар шийдэцгээе.",19,2025-03-23 09:55:33.611892+00,2025-03-23 09:55:33.611892+00,
6feac08e-eab6-46e5-a860-6a49bc121b22,1c8d4a95-c085-4a98-ae47-fbd7adec52a9,規模,きぼ,Хэмжээ,この地域の開発の規模は予定より大きくなりそうだ。,Эндэх бүсийн хөгжлийн хэмжээ төлөвлөснөөс том болох төлөвтэй.,20,2025-03-23 11:27:48.36573+00,2025-03-23 11:27:48.36573+00,
708bbb76-0968-4173-a640-569d854de939,9d446a74-9bcc-46bc-8621-2d54ec6086af,投稿＜する＞,とうこう＜する＞,"Нийтлэх, оруулах",每日、新聞の投稿欄を読んでいる。,Өдөр бүр сонины нийтлэлийн буланг уншдаг.,19,2025-03-23 10:26:08.420577+00,2025-03-23 10:26:08.420577+00,
709ea38f-8fe6-4664-acf0-e10ebd297e06,cd2f2824-bc2c-4520-94f2-310e23e61ea9,辛口＜な＞,からくち＜な＞,"Хуурай/Хатуу, ширүүн",①今日の料理には辛口の酒の方が合う。②あの人のコメントはいつも辛口だ。,①Өнөөдрийн хоолонд хуурай дарс илүү тохирно. ②Тэр хүний сэтгэгдэл үргэлж хатуу байдаг.,3,2025-03-23 10:24:37.241435+00,2025-03-23 10:24:37.241435+00,
70a87a71-49e1-4bdc-8bd1-350f89396161,cd2f2824-bc2c-4520-94f2-310e23e61ea9,とりわけ,とりわけ,Онцгойлон,魚より肉、とりわけ牛肉が好きだ。,"Загаснаас мах, онцгойлон үхрийн маханд дуртай.",14,2025-03-23 10:24:37.241435+00,2025-03-23 10:24:37.241435+00,
70cc8ced-1b24-4f75-96e9-62736cce1f62,ccea6a88-986b-4c11-acab-83de43b57fb1,くぐる,くぐる,Өнгөрчих,希望に胸を膨らませて、大学の門をくぐった。,Итгэлээр дүүрэн их сургуулийн хаалгаар өнгөрсөн.,10,2025-03-23 11:04:35.421863+00,2025-03-23 11:04:35.421863+00,
70fdfdb2-502c-4811-bed3-ad20c55c9e7e,7fc06800-3efd-443c-9fb3-a0df2e41ba48,コンプレックス,こんぷれっくす,Гэдэсний цогцолбор,スタイルのコンプレックスを解消したい。,Загварын гэдэсний цогцолборыг арилгамаар байна.,26,2025-03-23 11:53:58.528033+00,2025-03-23 11:53:58.528033+00,
7111276b-37ea-426b-a3a7-8e9562675bc2,ad943560-292c-4df9-b552-f080eb29300f,耳を貸す,みみをかす,Сонсох,部長が私の提案に耳を貸してくれない。,Менежер миний саналыг сонсдоггүй.,18,2025-03-23 13:39:31.367976+00,2025-03-23 13:39:31.367976+00,
71523c03-9315-493b-88a7-9f78af36cec0,a7eaf750-b84e-447d-b368-9db06da6bcc5,圧縮＜する＞,あっしゅく＜する＞,"Шахах, нягтруулах",布団を干し終えたら、圧縮して押し入れに入れる。,Хөнжлийг хатаасны дараа шахаж шүүгээнд хийдэг.,12,2025-03-23 10:40:52.628435+00,2025-03-23 10:40:52.628435+00,
71d47cd0-fdb3-42d7-a48c-07e88f71864a,8a175244-3aa1-4ead-9b92-7c11b7210da9,第一,だいいち,Эхлээд,彼の話はうそだ。第一、彼はそこにいなかった。,"Түүний яриа худал. Эхлээд, тэр тэнд байгаагүй.",11,2025-03-23 13:28:07.533716+00,2025-03-23 13:28:07.533716+00,
71e9eed4-31a4-40dc-8c85-1a236e00efec,211feb2e-faa4-4eb2-98ac-05650dae1dc5,歩み,あゆみ,Алхалт,①故郷の戦後の歩みをたどり、本を書いた。②祖母の歩みに合わせて、ゆっくり歩いた。,①Төрөлх нутгийн дайны дараах алхалтыг дагаж ном бичсэн. ②Эмээгийн алхалтад тааруулж удаан алхсан.,14,2025-03-23 11:41:32.940535+00,2025-03-23 11:41:32.940535+00,
7202e948-ed43-4884-84b1-966c574e836a,0502202f-9c7d-4968-8bce-838fc9e4fa7a,さまよう,さまよう,Тэнүүчлэх,道に迷って、夜の街をさまよった。,Замдаа төөрснөөс шөнийн хотод тэнүүчлсэн.,14,2025-03-23 12:14:13.878124+00,2025-03-23 12:14:13.878124+00,
721b3684-d9cb-4c90-bf33-ab44d8b52bd6,fb083c92-a992-4318-b09f-7d5fc9aabcc9,出くわす,でくわす,Таулачих,ドライバの途中でテレビの撮影に出くわした。,Жолоодлогын дунд телевизийн тасалбартай таарсан.,23,2025-03-23 11:32:47.1792+00,2025-03-23 11:32:47.1792+00,
72393059-6108-47b3-89c0-8b37c51aa57e,c7d8e073-cbf4-4c39-b2c0-8d23834be7c0,理屈,りくつ,Логик,課長の話は理屈が多い。,Хэлтсийн даргын яриа логик ихтэй.,26,2025-03-23 11:23:47.843137+00,2025-03-23 11:23:47.843137+00,
